"p","lam1","lam2","kurt"
0.6954058853223,0.5107110743262994+0.2629836016522737*I,0.18578824926773768-0.07232015723335254*I,40
0.4656607510899582,0.3872897329518439-0.3074282010221856*I,0.2730515372449631+0.09071171265326475*I,40
0.1835653726584041,0.21753993082747625+0.33237082395697437*I,0.3529052706666272-0.06072837423652668*I,40
0.5456016276106754,0.4238986671906266-0.2925340454411088*I,0.2455569975322473+0.09074766244188676*I,40
0.19102658334843192,0.22378536176317593+0.3331920828445953*I,0.35104183722556714-0.0620659046811595*I,40
0.4144152828698995,0.36294595914862926-0.3162727652195646*I,0.2893501339302032+0.08840542390866848*I,40
0.2239907331999873,0.24969548318315182+0.33503268744976006*I,0.34269675532548594-0.06757827361140425*I,40
0.8092375212637684,1.256854587589516,0.10277371712775657,40
0.7296856125677578,0.5475661340665887+0.25386917978826645*I,0.1702804354576245-0.06171160850637303*I,40
0.23997444812890834,0.2613662249999413-0.3350643649073578*I,0.33857605015797926+0.07003281287243314*I,40
0.3133649347042984,0.30892900967320475+0.33034153207974365*I,0.31890417781907315-0.07962425746246325*I,40
0.46519515748887885,0.3870739679457345-0.3075117365772093*I,0.2732040340324746+0.09069806974199335*I,40
0.31005428683261416,0.30696539599618566+0.33068545351843454*I,0.3198209758182057-0.07924919794062725*I,40
0.33698277332114235,0.322522887175831+0.3276234585248568*I,0.31227516427905266-0.08214291181138006*I,40
0.24424837559757506,0.2643972592091222+0.33499379195650975*I,0.337465182468133-0.07066615428310062*I,40
0.7415530807518902,0.565212994990745-0.249228140726742*I,0.1647255686963738+0.056924117846813935*I,40
0.3150732785212902,0.3099364407146481+0.33016026284005484*I,0.31842992465614356-0.07981568262283921*I,40
0.35496340820310457,0.33242569487973106+0.3252810426855625*I,0.3071199333771935-0.0838741560906058*I,40
0.6542701790139329,0.4803895239432032-0.2714763580448712*I,0.20342095666493115+0.08085272531746396*I,40
0.4472375367280996,0.37868826717860127+0.31069380979106115*I,0.27902257186531676-0.09006628300572272*I,40
0.3632649567443236,0.3368802170159423+0.3241307790276683*I,0.3047068201019167-0.08461831409895373*I,40
0.4448473802950079,0.37756161893715745+0.31111107715389813*I,0.27978786359390545-0.08996699674925604*I,40
0.4790118875376421,0.3934481128052608-0.30501281902876004*I,0.26864263850771614+0.09104202158891517*I,40
0.1944740146355992,0.22662100875961608+0.33351560135178887*I,0.35017790205754123-0.06267225892803661*I,40
0.4842449359294143,0.39584897094464894+0.3040562508169777*I,0.2668953380766364-0.09113868207422018*I,40
0.70864383804603,0.5231257312782674+0.25988462760989595*I,0.17989136652909746-0.06869249241579078*I,40
0.6985618434766843,0.5135124468882089+0.2622729785913246*I,0.1843926221630167-0.07150127194591899*I,40
0.8311633626007,8.742098828557355,0.07020456113423929,40
0.771958424870625,0.6363681248668238-0.22268840243827723*I,0.1500228706196533+0.03997581562891463*I,40
0.766750850403076,0.6200600384663901+0.23030118895675106*I,0.1525909729542573-0.043575673512451334*I,40
0.28275170813376516,0.2901680655509711+0.3331127382547783*I,0.32727098246590897-0.07595027351287968*I,40
0.8146299189873194,1.5541187255226996,0.09381907055412028,40
0.6377784622372955,0.47038882227771106+0.27471327538708823*I,0.2102127103153004-0.08335939137452665*I,40
0.39384401904132704,0.3527226651420363+0.3195752049286249*I,0.2956301256443049-0.0870511783423924*I,40
0.682205275803083,0.4998721051440235+0.2658276031953997*I,0.19155813022285056-0.07546585789625734*I,40
0.29249665797427804,0.29629187072081115+0.3323354962935108*I,0.32463409758087336-0.0771699296548182*I,40
0.6447683196608998,0.47452188029725073-0.2733457789419444*I,0.20735271728582505+0.08235161338428731*I,40
0.7563605736574555,0.5935877944361798+0.24051808258208296*I,0.1576522443604809-0.04974629988317124*I,40
0.7776812209312771,0.6575207896821886+0.2109650339583351*I,0.14717591579065464-0.03546958237592504*I,40
0.2838373703331507,0.2908577083716901-0.3330314452187035*I,0.32697840051257965+0.07608847861397729*I,40
0.6799964793477791,0.49817928954439383-0.2662882128887002*I,0.19251307214472443+0.07595120119796482*I,40
0.6560227030877037,0.48150689342520836-0.2711297903083696*I,0.20269017315078217+0.0805592124103703*I,40
0.8204834044530724,2.1163792681564413,0.0849856158134922,40
0.6812060857153017,0.49910246395748253-0.26603640024645847*I,0.191990484596953+0.07568679290135494*I,40
0.5605013844939157,0.4308335752978885-0.2896775872202562*I,0.24012519306679606+0.09017787676196812*I,40
0.2614772608080995,0.27625732105977785+0.33441036391421775*I,0.33294630971610023-0.07312340786191636*I,40
0.5049231124279612,0.4052911642916196+0.3002294194271671*I,0.25988231033143316-0.09133130653712844*I,40
0.7008322440665571,0.5155852957147977+0.2617521447306775*I,0.18338468223540616-0.0708949762955639*I,40
0.3295894178856289,0.31834267890281076+0.32852141240657035*I,0.3143673352878136-0.08138416067012208*I,40
0.5373249160234308,0.4200860425815287-0.2941136443815001*I,0.24853060958408835+0.09097766748240455*I,40
0.6056870581447009,0.45290744253221504+0.2809513767918674*I,0.22300404965682358-0.0870719325619806*I,40
0.6556416294149494,0.4812629330691086+0.27120520462890185*I,0.20284922660914384-0.08062350066951483*I,40
0.2972745980378724,0.29924105020959774+0.3319168806526424*I,0.32333234763881247-0.07775079430341288*I,40
0.23761693608378254,0.2596785073938663+0.3350896658541677*I,0.339187144848499-0.06967935261819123*I,40
0.3117178406527634,0.30795395686769694-0.3305138645748631*I,0.3193606710288968+0.07943833458387439*I,40
0.4282345322520895,0.3696498425030032+0.3139656068717678*I,0.28504909661588224-0.08918173959631363*I,40
0.29242283845167405,0.29624603538833844+0.3323417758945657*I,0.3246541633786368-0.07716086694752594*I,40
0.3426380902237558,0.3256767331570131+0.3269100297314697*I,0.3106640863886994-0.08270491631466308*I,40
0.6292268007980406,0.46551328266121766-0.2763804982528434*I,0.21367515798819964+0.08448993322997872*I,40
0.731704928162161,0.550326901760725+0.2531691380540609*I,0.16934223489097536-0.060946725327537685*I,40
0.6507760595161036,0.4781956478415061+0.27216552573061703*I,0.2048727290488289-0.08142179968467814*I,40
0.5183846918172712,0.41142458630117984+0.2977036551821538*I,0.2552211375926315-0.09128605729292058*I,40
0.6105469502532739,0.4554273406075519+0.280009197416614*I,0.2211018558722712-0.08659866252516019*I,40
0.7958387779456184,0.7641354113259154-0.08431653100357225*I,0.1379652313916725+0.01064846202264519*I,40
0.41696234975100666,0.36419077962230634-0.3158525209986978*I,0.2885624502984016+0.08855671518947565*I,40
0.5352154895270498,0.41911772327383856+0.2945152730455859*I,0.24928356410821154-0.09102679171501529*I,40
0.5381871508770524,0.42048220393776164-0.29394936111067893*I,0.24822226576447443+0.09095648980051357*I,40
0.611186007326914,0.4557615489735834-0.2798852566865209*I,0.22085081535543027+0.08653420631858821*I,40
0.40250075259496976,0.3570631253363949+0.31820621080356837*I,0.29300493563931346-0.08764946535953046*I,40
0.5126036639813538,0.4087900806141056+0.29879127872703115*I,0.25723227926389347-0.0913225930630537*I,40
0.37638980639000486,0.34378370891233384+0.32223311356792905*I,0.3008478089085852-0.08572258033478519*I,40
0.7360055684594937,0.5565182982462602-0.25156795326529363*I,0.1673345977403048+0.05925240175646187*I,40
0.5764017638326522,0.43838035549197935-0.2866153633258263*I,0.2342139998777392+0.08933431333038437*I,40
0.795342595693022,0.7599407296572744-0.09472581542886817*I,0.1382206230868239+0.012083478550613322*I,40
0.24363782351959795,0.26396649527497673+0.3350057848333758*I,0.3376241156324112-0.0705762633972338*I,40
0.5015687930711399,0.4037625932937316-0.3008548559761228*I,0.261031892285094+0.09132116977577201*I,40
0.30713755798389886,0.30522290129885143+0.3309802091253504*I,0.3206262244379079-0.07891429446684313*I,40
0.4730602754791948,0.39070931947118365+0.30609417383396137*I,0.27061665210808167-0.09090944572675264*I,40
0.5608474145814546,0.4309959990971961+0.28961108176444045*I,0.23999782401075387-0.09016217357539634*I,40
0.7618960430992927,0.6068261102812996-0.2357069452481411*I,0.15496610461183932+0.04660374123525861*I,40
0.7459331020145514,0.5727340226456977+0.24709743895400976*I,0.1626500204270354-0.05495935485438845*I,40
0.42791582025231834,0.3694965621165483+0.31401954116102887*I,0.28514905415566855-0.08916507654163586*I,40
0.7058695365831027,0.5203709242560846-0.26056284194207296*I,0.18113655508267243+0.06949605783359519*I,40
0.1977539216801325,0.22929024860497932+0.33379226203160245*I,0.3493541557162222-0.06324245352946971*I,40
0.3993388517025631,0.35548448661807636+0.31870988711381587*I,0.2939667170957317-0.08743567139969098*I,40
0.7560043155987162,0.5927939846988964-0.2407895026345663*I,0.15782432861853646+0.04993866527931736*I,40
0.6160531125369646,0.45833008517140644+0.27894092007149784*I,0.21893188591870025-0.08602596502659507*I,40
0.27230273842001984,0.28343208976180584-0.3338228539913611*I,0.3300720503884514+0.07459016119722711*I,40
0.8234596917502042,2.6298455870542843,0.0807270555294419,40
0.3840836499055078,0.3477563583219893+0.32107927738307906*I,0.29856009874916034-0.08632814704855274*I,40
0.7646185201289579,0.6140382426790614+0.232840410842562*I,0.1536364191825884-0.044940462906484915*I,40
0.40605657548274143,0.358829489773906-0.3176349463480735*I,0.2919192787763751+0.08788333247021224*I,40
0.7240055603166009,0.5402462457926466+0.25569377766017115*I,0.17290434609009667-0.06376589779027891*I,40
0.41956417855912687,0.36545794603524834-0.3154208506762254*I,0.287755487906133+0.0887074572805767*I,40
0.22106278879013241,0.24749783326231103+0.3349722399352751*I,0.3434460407903596-0.06711366203169149*I,40
0.6414268986035203,0.47252824617142114-0.27400014455927085*I,0.20872329000277443+0.08284305979599145*I,40
0.29798772101491,0.2996782998725062-0.3318523794352758*I,0.32313754780936077+0.07783652530156529*I,40
0.29597467273837585,0.29844206208295854+0.33203312086949627*I,0.3236870993438216-0.0775938738416082*I,40
0.3575620424848456,0.33382773458861936+0.32492537312909486*I,0.30636683331634934-0.08411087528872997*I,40
0.8124082001300585,1.4159626233639104,0.09738703462792754,40
0.6079345256320594,0.4540681059003403+0.2805157421621212*I,0.2221258919017664-0.08685675616127586*I,40
0.4214633238631731,0.3663801291439164+0.31510426888680687*I,0.28716496141775166-0.08881504827111655*I,40
0.29214166899707683,0.2960713782177629-0.3323656408944289*I,0.3247305786819684+0.07712632358926011*I,40
0.46646965966227394,0.38766442054576167-0.30728295245078135*I,0.27278639446241193+0.09073507971071768*I,40
0.4713097582450949,0.3899018846392416-0.30641083573287425*I,0.27119460540903445+0.09086593300709975*I,40
0.7511183389538172,0.5825243476711088-0.24414407915461214*I,0.16017484322550124+0.052469876618260976*I,40
0.23697194739291727,0.25921478528399383+0.33509485881991785*I,0.3393541296439035-0.06958213845221142*I,40
0.349150590805841,0.32926353016618587-0.32606151803006606*I,0.30879709505280284+0.08333226025532715*I,40
0.5171428833760205,0.41085850083543857+0.2979376381722571*I,0.25565435131675396-0.09129611293619047*I,40
0.6062298457501143,0.45318703899260776+0.28084617839565357*I,0.22279220324843693-0.08702054107317377*I,40
0.2765482502190786,0.28619078972779927+0.333550483848934*I,0.3289371784866829-0.07514934568740823*I,40
0.6907719305204476,0.5067539259578364-0.26400282794034924*I,0.1878260771340908+0.07347423593156359*I,40
0.6748599165322313,0.49435810606117964-0.26734710020874225*I,0.19472234331927962+0.07703770575271819*I,40
0.44882406203141834,0.37943462971682956+0.310415982439655*I,0.27851341615268854-0.09013024758256577*I,40
0.21426759658334738,0.2423228315824428+0.33476081628596605*I,0.3451786484244901-0.06601708305617564*I,40
0.7680013363264109,0.6237580577035368+0.228672194102592*I,0.15197623709597075-0.04274762473535398*I,40
0.6609929870395679,0.48474178609524926+0.27014301033943866*I,0.2006079965084382-0.07969652429434768*I,40
0.17565236568132891,0.21074882649986487+0.33130553265409624*I,0.3548725438731466-0.05927105118743882*I,40
0.5520547140900858,0.4268891549761119+0.29129875140876704*I,0.24321702826745276-0.09052604870923546*I,40
0.23030934931988178,0.2543739371493098+0.33510360119403576*I,0.3410739996559414-0.06856498294516161*I,40
0.6797797000898693,0.4980148150853102+0.2663332349867882*I,0.1926066333917191-0.07599823679413768*I,40
0.688976052342062,0.5052668165322559+0.2643911398397673*I,0.18861221582899138-0.0739066296788026*I,40
0.7900364985841632,0.7208494182587798+0.15736879397110198*I,0.14093855647842884-0.022139028171408635*I,40
0.46403814158728496,0.38653745850568416+0.3077191116206678*I,0.2735826312665952-0.09066355686560358*I,40
0.4765736809850778,0.39232725160270066+0.3054566872043423*I,0.26945302755780964-0.09099059725023985*I,40
0.7718512095653278,0.6360067784325949-0.22286959248022856*I,0.1500759586983485+0.040054221264464174*I,40
0.45878273937811853,0.38409440315536364-0.30865712679787993*I,0.27529582082889004+0.09049592634846193*I,40
0.6314778460511368,0.46677888393539463+0.27594212975616844*I,0.21276760625336152-0.08420290880845481*I,40
0.44224618724675846,0.37633235976551205-0.31156338863813066*I,0.28061831994961944+0.08985497884933488*I,40
0.46071286444614423,0.38499285031194164+0.3083133853310156*I,0.2746678560445321-0.09055955081405699*I,40
0.8180610398911854,1.8362062717577767,0.08855705145678144,40
0.35464486043496524,0.332253340979034+0.32532435897377865*I,0.3072121086630031-0.08384490251278717*I,40
0.23646674986429628,0.25885096930535906+0.33509840140331704*I,0.3394848622816777-0.06950584007236545*I,40
0.8160301547495705,1.6570674029650538,0.09163918688342448,40
0.6919875551902306,0.5077749045438551+0.26373797093606266*I,0.1872927988677611-0.0731769004160106*I,40
0.7492927889317913,0.5789577333126172-0.24524562186236765*I,0.16104852247918516+0.05336797638008904*I,40
0.23633634589379904,0.25875697386151075+0.33509924064087787*I,0.339518598947757-0.06948612360678692*I,40
0.5273903711257113,0.41553493294261334+0.2960014038459738*I,0.25205951378256747-0.09117624064243181*I,40
0.6007925360148958,0.4504059224843575+0.2818996513647781*I,0.22490753423850993-0.0875190303547079*I,40
0.5035599787477216,0.4046700531073062+0.3004837865533435*I,0.26035004515689164-0.09132819744794896*I,40
0.5185743095907647,0.41151103558897983+0.2976679106431982*I,0.2551549298127232-0.09128441467786592*I,40
0.1859119565339884,0.21952036438246358+0.33264754351068837*I,0.35232012844972066-0.06115279898879792*I,40
0.3958905999425111,0.3537541027304821+0.3192544223442419*I,0.2950117611163672-0.08719629846836098*I,40
0.46415164454138824,0.38659011071852617-0.3076987817308332*I,0.27354551382189507+0.09066698097757672*I,40
0.7781205192009744,0.6593128769674078-0.20986274269243238*I,0.14695628921274076+0.0350939248733528*I,40
0.7110564106883628,0.525596079252764+0.2592791694020287*I,0.17880443832695267-0.06797365257972122*I,40
0.3431797190457533,0.3259768549175684+0.3268405410456212*I,0.3105092940406082-0.08275790239496154*I,40
0.2468391573082751,0.2662169539014292-0.3349359733759273*I,0.3367898753013591+0.07104543233152301*I,40
0.43238260009082286,0.37163942149135404+0.31326069211525687*I,0.2837448120409526-0.08939318464159207*I,40
0.6031161290884892,0.45158913957110575-0.28144954944850425*I,0.22400541293009588+0.08731041740916508*I,40
0.7967623869349427,0.7722334251798402+0.05845999696342977*I,0.13748927086770704-0.007243457632186983*I,40
0.42361819819529334,0.36742373283430757-0.3147435610621882*I,0.28649337471591413+0.08893461990030582*I,40
0.36447446102505276,0.33752338135695475+0.3239598436578464*I,0.3043534615007636-0.08472379574796336*I,40
0.37923132179982977,0.34525705267184126-0.3218103777567765*I,0.3000051295739773+0.08594985591903329*I,40
0.5559818387608344,0.42871837774097243+0.2905455772268803*I,0.24178365006703084-0.09037250429969265*I,40
0.2589561909066924,0.2745565335808475+0.3345238603359436*I,0.33361173652551296-0.07277333111207293*I,40
0.6337691742941745,0.46807986126771+0.27549557931138485*I,0.21184098588144568-0.08390307057706532*I,40
0.2122488555549913,0.24076488078355482-0.33467805319312965*I,0.3456917083258052+0.06568631789832206*I,40
0.7731520501081728,0.6404713135536878-0.2205884791982067*I,0.14943122713179527+0.039089309309489235*I,40
0.6946267327692746,0.5100331132749801+0.263156867521039*I,0.18613183459614419-0.07251815858622991*I,40
0.5946362912045966,0.44730641759563233+0.2830915112170267*I,0.2272844249610647-0.08804064930463382*I,40
0.4991493576886863,0.4026595930660536+0.3013049219513547*I,0.26185816991059274-0.09130868801990392*I,40
0.3384245909847785,0.3233304892003188+0.3274437015297342*I,0.3118653120303724-0.08228771081299148*I,40
0.768401826784626,0.6249699612127922-0.22812639134585336*I,0.151779099009764+0.04247784586885003*I,40
0.39610628709931994,0.35386261093732324+0.31922051000884183*I,0.2949465108050298-0.08721146051777515*I,40
0.1839888441140618,0.2178984402600018+0.33242204550643134*I,0.3527997350240289-0.06080522549151434*I,40
0.4087158970099438,0.36014448523623527+0.31720445309581274*I,0.29110451673076315-0.08805366517098898*I,40
0.2832132543692678,0.2904614833010863-0.33307834523717356*I,0.3271466334786535+0.07600909987935119*I,40
0.29923606875041386,0.3004419151351593-0.33173822926463886*I,0.3227962228873401+0.07798599750564168*I,40
0.7170662889840418,0.5320821619527595-0.2576951982124215*I,0.1760801002374874+0.06609728695800238*I,40
0.5724088505818412,0.43646769800840035+0.287385444986283*I,0.23570975297395905-0.08957007582965264*I,40
0.8132933248746335,1.467810995682011,0.0959480543082944,40
0.2741936863274217,0.28466455781246225+0.3337043450900262*I,0.32956711962781543-0.07484033304912235*I,40
0.7982744301752946,0.8440356259922944,0.12979239832231262,40
0.3292409327943795,0.31814400540631493+0.3285627274692891*I,0.31446556149357974-0.08134772726792111*I,40
0.37745571841276493,0.34433724887065265-0.32207501255831383*I,0.30053200615242875+0.08580833200453739*I,40
0.716702565886582,0.5316751805170451+0.25779454680173236*I,0.1762456631860601-0.06621446730979569*I,40
0.2684532638608299,0.2809042446799218+0.33404983017397233*I,0.33109730020322503-0.07407534576888469*I,40
0.46327342660535575,0.38618260009551697+0.30785600494141074*I,0.2738325770352647-0.09064026991534366*I,40
0.5511802803409,0.4264828626700131-0.2914663165687375*I,0.2435352245477138+0.0905582966342987*I,40
0.17487071614545124,0.21006836452598193+0.33118876262168995*I,0.35506639516481053-0.05912487038500567*I,40
0.5184557948881592,0.411457002787891+0.2976902521678584*I,0.2551963127407309-0.09128544467672942*I,40
0.38859246044658446,0.35006044126910113-0.3203898783384269*I,0.29721049367147373+0.0866684791000281*I,40
0.7430337179776971,0.5676855787586507+0.24853960603986539*I,0.16402549403621655-0.05627313406091778*I,40
0.20391618552756197,0.2342314835183853+0.33423370829914584*I,0.34780162337977727-0.06429638466601015*I,40
0.472666129868494,0.3905275967672657+0.3061655296785191*I,0.2707468885508945-0.09089982632569558*I,40
0.7750224694773857,0.6472135116837706-0.2169621536367099*I,0.14850183826832636+0.03764669194332953*I,40
0.6903706170837836,0.5064194422131781-0.2640899012655209*I,0.18800192507549027+0.07357156650740959*I,40
0.7201673892511657,0.5356338545531424-0.2568270892029249*I,0.17466490531472503+0.06507833373315536*I,40
0.72570145734446,0.5423667742161876+0.2551691479364472*I,0.17212324553622815-0.063167013071741*I,40
0.7210475629857895,0.5366696413752582-0.25657332720616627*I,0.17426205490746693+0.0647824908634649*I,40
0.4214364135719335,0.3663670781079275+0.3151087634397024*I,0.2871733378775121-0.08881353817319025*I,40
0.2837778777240183,0.29081996586438874+0.3330359352809569*I,0.32699444118930615-0.07608092031888421*I,40
0.7012841372674976,0.5160038810512253+0.2616474308684747*I,0.18318367132543217-0.07077254132705507*I,40
0.5189673886794994,0.41169025552958755+0.29759379810618886*I,0.25501763135014194-0.09128091885793083*I,40
0.5152872822034782,0.41001281597229683+0.2982869170299607*I,0.2563004598381984-0.09130887969702449*I,40
0.4018838838638372,0.35675573684726575-0.3183047970242689*I,0.2931928392604641+0.08760818539389434*I,40
0.5962488158603712,0.44811352977985675+0.2827794178670635*I,0.22666368703328182-0.0879083231234055*I,40
0.3243031538314207,0.31531268172164084-0.3291379914781142*I,0.3158536415118957+0.08082502970548185*I,40
0.33390221866973957,0.32078914020287286+0.3280025104639412*I,0.3131488180571721-0.0818300681198006*I,40
0.1665667565036737,0.2027290782506219+0.3298113702325596*I,0.3571208299536295-0.057546433075024245*I,40
0.4999036457963144,0.4030035167607822-0.30116470528833583*I,0.2616008281282217+0.09131304123319858*I,40
0.5814853646874143,0.44083527747754814-0.2856340367575439*I,0.23229851799941412+0.08901005001146849*I,40
0.5867129964468785,0.4433853517079956+0.2846239784376118*I,0.2303156049803461-0.0886476939917468*I,40
0.25366248284662074,0.27094721742135275+0.334731754978494*I,0.3350042591723601-0.07202771193546283*I,40
0.2662023980602568,0.27941426998393926+0.3341734507744771*I,0.3316951490359325-0.07377087605819078*I,40
0.7060780707452738,0.520574926900222+0.26051248278066746*I,0.18104313306962067-0.06943649388956749*I,40
0.718615371120445,0.5338377181295885-0.25726641405042644*I,0.1753739810960995+0.06559278582031206*I,40
0.3740825224724702,0.34258194037093753+0.3225733536709955*I,0.3015301537489775-0.08553492818330298*I,40
0.39948087709056357,0.35555555906292635-0.31868735166880957*I,0.2939235884903499+0.08744539181522847*I,40
0.7415605046288682,0.5652252230254949+0.24922476277914074*I,0.1647220624733969-0.05692088625333026*I,40
0.17365453662451746,0.20900611742355302+0.33100279261022775*I,0.35536784663482823-0.05889661606682721*I,40
0.5961825139595347,0.4480802793608296-0.282792251493576*I,0.22668923559003204+0.08791382360863671*I,40
0.5099139411126759,0.40756477637289323+0.29929583812896554*I,0.25816314914618294-0.09133075672355996*I,40
0.42816079315098987,0.3696143839682037+0.3139780883468977*I,0.28507222662047543-0.08917788960385777*I,40
0.4317469733496151,0.3713351887860239-0.31336906123056446*I,0.28394507532515606+0.08936144001821257*I,40
0.2707752793897211,0.28243209546085024+0.3339152335352378*I,0.33047929094323264-0.0743867729127035*I,40
0.35854231510007617,0.33435479341582236-0.3247901500642048*I,0.30608220732505936+0.08419927997862907*I,40
0.5975105112431445,0.4487473445182749-0.2825351780801861*I,0.2261770872593571+0.0878026707910771*I,40
0.46184997939601957,0.3855215019353869+0.3081104580463349*I,0.2742972292564464-0.09059591788425388*I,40
0.5681565751564113,0.4344444598200167+0.2882047910817544*I,0.23729426463163864-0.08980327266155817*I,40
0.8027751434341437,1.0102336305422686,0.1156501914253734,40
0.5713613128916344,0.43596801939517227-0.28758736435849214*I,0.2361008949925582+0.08962922000138426*I,40
0.3265010641222008,0.31657673929206115+0.32888428994133856*I,0.3152366320257322-0.08105918367238034*I,40
0.5304330029717101,0.4169264719106016+0.29542428181679214*I,0.25098335043681813-0.09112420446425626*I,40
0.470101859961749,0.38934419699215395+0.3066289595337721*I,0.2715927078215068-0.0908347224429679*I,40
0.3941246312477573,0.35286428636394607+0.3195313291998987*I,0.2955454226531881-0.08707121005373279*I,40
0.6094849185485638,0.45487342915956774-0.28021514600606645*I,0.22151858455986143+0.0867046283803586*I,40
0.39022658254456166,0.3508912744838547+0.3201377035654972*I,0.2967197098239625-0.08678914891984417*I,40
0.790545640309186,0.7241986578216119+0.15336998970249277*I,0.1406787986602317-0.021389019349933144*I,40
0.517028786752326,0.41080649509206685+0.29795912689544607*I,0.2556941215597769-0.09129697588918739*I,40
0.44741006470484423,0.37876948744446715+0.3106636300563418*I,0.2789672488071767-0.09007331405242866*I,40
0.4676855572308809,0.38822721249058073-0.3070643489023452*I,0.272387372572259+0.09076939961222386*I,40
0.7739549111495851,0.6433170539186176+0.21908515219662428*I,0.149032636800736-0.0384783897280393*I,40
0.6405924506343998,0.4720355762024862+0.27416336387714046*I,0.20906459119035217-0.0829629980439474*I,40
0.20497152517754613,0.23506824359419098-0.3342994369118037*I,0.3475350835949535+0.06447463938170116*I,40
0.827518170526012,4.066625676522865,0.07510606917580595,40
0.22160569647379003,0.2479067720002456-0.3349848073171277*I,0.3433072320820915+0.0672001677649815*I,40
0.0005960601016232747,0.020070671835337686-0.015804551688190487*I,0.39895754232480446-0.0006407440913061589*I,40
0.5610368649302624,0.43108495565827126+0.28957466737017656*I,0.23992806613077705-0.09015352740313909*I,40
0.7870515831080311,0.7026267208536934+0.17654815844077335*I,0.14245703275569865-0.02607557430107534*I,40
0.1793921604263995,0.21398033827100327+0.33183504573075967*I,0.35394389544306804-0.05996487426317191*I,40
0.3580543688089637,0.33409256578153085+0.3248575311090107*I,0.30622392130253173-0.08415533629231278*I,40
0.5199443881146197,0.41213576860248935+0.2974095108853486*I,0.254676087539468-0.09127169897229183*I,40
0.221827423115611,0.2480735951028158+0.33498976064267033*I,0.34325052538021494-0.06723545047860778*I,40
0.3279962617778127,0.31743318406548127+0.3287095289293391*I,0.31481610929632886-0.08121710814920073*I,40
0.6156561193567904,0.45811899455744803-0.2790179738673439*I,0.21908887079630596+0.08606858160613456*I,40
0.36995222047995946,0.34041822548737244-0.3231754855572532*I,0.3027473998611549+0.0851920908565521*I,40
0.1832593540417613,0.21728054956253334+0.33233345358111194*I,0.35298151869954403-0.06067276712000506*I,40
0.6649737277628045,0.4874080127256845+0.2693477614799317*I,0.1989300175495065-0.07897227478768486*I,40
0.7088084950482294,0.5232920672793855+0.2598437902274925*I,0.17981730558329762-0.0686440332282126*I,40
0.726856565768393,0.5438419221547933+0.2548024636539818*I,0.17159009394514022-0.06275217255509762*I,40
0.6312388423606234,0.4666439303211467+0.2759886882592473*I,0.21286409554781763-0.0842337360189546*I,40
0.5562450001749741,0.4288412347994885+0.2904950704892115*I,0.24168734278568782-0.09036170108352537*I,40
0.34288497495935744,0.3258135757742701+0.3268783802090127*I,0.31059353984955507-0.08272908660056243*I,40
0.6469933672340864,0.47586866179810106+0.2729092679145012*I,0.2064365908721418-0.0820142735426543*I,40
0.7653211620589353,0.6159845234400773+0.23203469065790633*I,0.15329231456417347-0.0444970552631818*I,40
0.2594000454981795,0.27485680957308256-0.3345045440064977*I,0.3334946890202416+0.07283519901511057*I,40
0.5667600750150474,0.4337828596689242-0.28847369047125465*I,0.2378127606655871+0.08987590248939173*I,40
0.4100809298330066,0.3608175132294383-0.3169824216475247*I,0.29068535499822346+0.08813956925569562*I,40
0.4201402271851502,0.36573790575610887-0.3153249570556188*I,0.28757650374307303+0.08874030987123001*I,40
0.2820655808859913,0.28973124259125077+0.3331634073683541*I,0.3274557394073004-0.07586262791356578*I,40
0.4809493426816842,0.3943377240311557+0.30465927615805294*I,0.2679970016689883-0.09108000034482477*I,40
0.21943708189610978,0.2462693240914971-0.33493084898626974*I,0.3438613557543609+0.06685365143081667*I,40
0.5784982665749545,0.43938997098574645+0.2862107744155755*I,0.23342556580436946-0.08920389286844109*I,40
0.2286737591184833,0.25317120359427153-0.3350928494379352*I,0.3414948204434665+0.06831164603112075*I,40
0.7461842855073741,0.573184949862631-0.24696611088167778*I,0.1625305712744537+0.0548430103169786*I,40
0.5975680819418003,0.44877631437961274+0.2825240325314614*I,0.2261548647320657-0.08779780534107988*I,40
0.4961358776757627,0.4012850339849794-0.3018642110762168*I,0.262883940283363+0.09128714976533592*I,40
0.7778729180959374,0.658299541758944+0.2104882857690733*I,0.14708009622767704-0.03530624982184118*I,40
0.3864424561877964,0.3489639090684151+0.32071979821015695*I,0.29785487666665555-0.08650754234576727*I,40
0.8033751714850039,1.0307548221069711,0.11427721008869632,40
0.7954045275447559,0.760458559501911+0.0935130834065979*I,0.13818875752606424-0.011913981810454458*I,40
0.7031278157100069,0.5177331061372883-0.2612163399391773*I,0.18236220699051428+0.07026684274045163*I,40
0.8304064790389003,7.0088246735612385,0.07121230576597337,40
0.6493890234416511,0.47733676290319904-0.2724385012480575*I,0.20544710451668266+0.08164185804926581*I,40
0.21576539464309374,0.24347260900546383+0.334816206775831*I,0.34479749619471856-0.0662610079343318*I,40
0.22036309031330936,0.24696981757132117+0.33495511914175174*I,0.34362485322050845-0.06700193361186768*I,40
0.7954990917323201,0.7612523664825089+0.09161753158013498*I,0.13814009539392416-0.011650322493523319*I,40
0.30401179147580293,0.3033422711138104-0.3312872736809825*I,0.3214866447492798+0.07855074123138509*I,40
0.8055369442371323,1.107380798228298,0.1097065579940773,40
