"q","mu1","mu2","kurt"
0.4792357499581872,0.9838773721124817+0.7624300162295989*I,0.6714202874199591-0.22761635184380807*I,40
0.49580800696975147,1.0028385548052365-0.7548124367828499*I,0.6574882998821993+0.22821102085210584*I,40
0.6195178575320117,1.1504623447513633+0.6956705205709467*I,0.5438957085740532-0.21411278078568233*I,40
0.4881066970452903,0.9940424934114176+0.7583676683115664*I,0.6639971620051915-0.22799463836678863*I,40
0.6738362208017785,1.2340369237637523+0.6688908237455543*I,0.48790185326686286-0.19311848953916633*I,40
0.48629552114766694,0.9919703637790137-0.7592000338955671*I,0.6655191559129882+0.2279284992121289*I,40
0.21127530955587348,0.6000253245226825+0.8365869017011072*I,0.8648471634700516-0.16381494895641013*I,40
0.25988882967307503,0.687967663499949+0.8362073539650225*I,0.8334143521483569-0.1822580343202893*I,40
0.6461428875513051,1.188380033927523-0.6826904850072555*I,0.5169677247262081+0.2053604474531975*I,40
0.5069246254549609,1.0155075656289356+0.7496385991072408*I,0.6479852952855911-0.22833336865769527*I,40
0.7393979961275712,1.4043317409929508+0.6254477936872486*I,0.4143543091258933-0.14462198803668258*I,40
0.36392133149071815,0.8430735769140937-0.8100952964598156*I,0.7612877891397957+0.21168912525292327*I,40
0.4375022326820541,0.9352042635575039+0.7809583042239951*I,0.7053161479827774-0.2241003521320404*I,40
0.49008291134990434,0.9963017821052204+0.7574577929652332*I,0.662332696020311-0.22806022501659248*I,40
0.33246587630616986,0.7999421925905575+0.8204421804813632*I,0.7838880735870735-0.2042064700021246*I,40
0.3537744465531536,0.8294546144162325+0.8136060000960701*I,0.768659537531805-0.20941176613414955*I,40
0.6621817740133262,1.2138267748593625-0.6747650657704076*I,0.5002696558760839+0.19870849841058258*I,40
0.712226885133006,1.317052459916488+0.6474490757811865*I,0.44568932122742844-0.16904493811382187*I,40
0.8033071682465858,2.5710459157536545,0.2860752486480482,40
0.4037018377704489,0.8941520352370055+0.7950345369301736*I,0.7315967601065715-0.21932310082878223*I,40
0.3643955499447542,0.843703660235967-0.8099275528990628*I,0.760941323457429+0.2117923418841529*I,40
0.7247669930877509,1.352979510408495+0.6386504420993914*I,0.4313847171705761-0.15874621412571768*I,40
0.566197896187806,1.0837922601187544+0.7214547808389234*I,0.5950530671957053-0.2247614861266835*I,40
0.4797636032133594,0.9844834529367961-0.7621893356726633*I,0.6709807859541262+0.22764265344211307*I,40
0.3680546908306035,0.8485468418167915-0.808622646087687*I,0.7582620382644306+0.212579055695985*I,40
0.2034949203455665,0.5847417615832853+0.8355167035321035*I,0.8697699128740828-0.16056262063124296*I,40
0.35607402448706926,0.8325644257339332+0.8128238390533093*I,0.7669958061818257-0.2099393649361369*I,40
0.8311146052111187,21.509446818175316,0.1756733270442026,40
0.5158894734766575,1.0257180985806096+0.745434035328181*I,0.6402273552064588-0.2282625805174555*I,40
0.4197171612080324,0.9138307909911506+0.7884884880870169*I,0.7192699150801238-0.2217905012945935*I,40
0.647504718834625,1.190451072199393-0.6820221362868935*I,0.5155641429742738+0.20483897313894794*I,40
0.4510701813725264,0.9512233314580509+0.7750537601619729*I,0.6944774272614255-0.2255453581268844*I,40
0.8098316893900026,3.2100154915004544,0.2543318651322709,40
0.3957573442882789,0.8842176147244699+0.798188410120974*I,0.7376301655808579-0.21796729616794744*I,40
0.6018291802939562,1.127332139158493-0.7042471510176144*I,0.5612635079001382+0.2185669158945756*I,40
0.3322503183570227,0.7996369051555017+0.8205072680181049*I,0.7840404248982881-0.20415091647751438*I,40
0.46764076650335173,0.9705162232127723+0.7676810189008025*I,0.6810052043711988-0.22692038128720116*I,40
0.6962570049710186,1.2786443115900843+0.6569834554607131*I,0.46353122417044834-0.18025499822916857*I,40
0.43918865572226573,0.9372077963467231+0.7802314845513215*I,0.703978195115039-0.22429516348963513*I,40
0.3947226397003638,0.8829147064951821+0.7985942794665125*I,0.7384120646145251-0.21778439367598737*I,40
0.7673307296103089,1.55439738892522+0.5738988970871639*I,0.38076514315068105-0.10798584469918686*I,40
0.6641603428875951,1.2171436987899513-0.6737766474864206*I,0.4981840798269502+0.19780682312984021*I,40
0.2317414924893879,0.6385559323170877+0.8377719174922783*I,0.8517626961769565-0.17196406373206524*I,40
0.3726174148930066,0.8545406561000333+0.8069699317575192*I,0.7549063915169283-0.21353582595091167*I,40
0.7266960011565324,1.3590883457045777-0.6371347705570322*I,0.4291606474690605+0.15702544617744263*I,40
0.2488430785128839,0.6690386318838915+0.8372092244346374*I,0.8406663302459566-0.17834101785561912*I,40
0.3057662604675737,0.7609988910833878+0.8277901452563138*I,0.8025100487433858-0.1968884822872101*I,40
0.6545688887334247,1.2014478802889954+0.6785433315582875*I,0.5082413059677917-0.20200770852429448*I,40
0.19100253351344243,0.5594136756104725+0.8329742628919439*I,0.8776196437778407-0.15515412270616946*I,40
0.7596219641086153,1.5029296272585877-0.5945744806306605*I,0.39018109398588136+0.11982800646231612*I,40
0.24881911234324017,0.6689969330560248+0.8372108836503546*I,0.840681990773917-0.17833234867390768*I,40
0.6484832968882301,1.191948662825012+0.6815414648595175*I,0.51455395183575-0.204459478536363*I,40
0.5972911339233926,1.121592480805706+0.7064441205566753*I,0.5656543811851091-0.21955293802691592*I,40
0.47932582212756203,0.9839808049322156+0.762388956469776*I,0.6713453110748647-0.22762087352021212*I,40
0.4734429355962504,0.9772142590139548+0.7650621654616259*I,0.6762253811359097-0.22729671415845978*I,40
0.5536215563546207,1.0690451637696323+0.7274959299942105*I,0.606614982367404-0.22616626029463843*I,40
0.3204330453567419,0.7826798398498627-0.8239381611310697*I,0.7923419339485046+0.20101731407840479*I,40
0.6459464385185654,1.1880825151160852-0.6827868438289233*I,0.5171699813339536+0.20543503798301369*I,40
0.33250226642994196,0.7999937168002788+0.8204311839711125*I,0.783862350598666-0.2042158427613975*I,40
0.7502591036024735,1.4520714581068628+0.6116791205028169*I,0.4014659144144336-0.13223908781770397*I,40
0.619843048907267,1.1509005419025424+0.6955126182276742*I,0.5435725887231561-0.214021343238427*I,40
0.24080102278094362,0.654888215839289+0.837632934546177*I,0.8459037843464209-0.17539011891904077*I,40
0.5312580525917077,1.043260309429409+0.7381690610818883*I,0.6267270835038559-0.22777192486775635*I,40
0.3399133286754261,0.8104045549884888-0.8181413808235308*I,0.7786037104704366+0.20609033417637784*I,40
0.3823349028848686,0.8671450308742472+0.8033601942735984*I,0.7477043953942657-0.21548311369233067*I,40
0.4789514589599768,0.9835508787920585+0.762559585307585*I,0.6716568792475444-0.22760198964479372*I,40
0.17835983804540745,0.5327307195748868+0.8292340941898738*I,0.885501081290176-0.14943567420325687*I,40
0.3332937512861558,0.8011133770843999-0.820191401239115*I,0.7833026397099064+0.20441929332762585*I,40
0.48099740342908626,0.9858994513200106+0.7616262422017956*I,0.6699524173075725-0.22770227454799016*I,40
0.4690153460768207,0.9721054124210092+0.7670622362183281*I,0.679875794239695-0.22701456197336828*I,40
0.39974507335023235,0.8892193177475244-0.7966135219963357*I,0.7346083559476989+0.218658611214775*I,40
0.4485939595212367,0.9483161312124799+0.776140797778804*I,0.6964683001529995-0.2253026668200782*I,40
0.1872316282619868,0.5515688444484391+0.831989074528062*I,0.8799767277797497-0.15347490033818031*I,40
0.468142539281428,0.9710965140280517+0.7674552606450717*I,0.6805931403704563-0.2269551202015399*I,40
0.5588300026006043,1.075125055929919+0.724996805887976*I,0.6018490467361829-0.22563028018783235*I,40
0.7922210044891842,1.8394414926406382+0.3452217803817737*I,0.3495562444103865-0.0467376210038997*I,40
0.43127260149856883,0.9277699727767218+0.7836246387095098*I,0.7102360948567409-0.223343984219327*I,40
0.3397755709975627,0.8102125107194647-0.818184837778323*I,0.7787018240538124+0.20605611521028896*I,40
0.6475365170318064,1.190499610777449-0.6820065227616516*I,0.5155313387479379+0.2048267047532349*I,40
0.47468716479092765,0.9786473309221033+0.7644982502078373*I,0.6751960945643868-0.2273701320329369*I,40
0.2218171112075744,0.620164597620573-0.8374738314398377*I,0.8581329071685422+0.16808452543796307*I,40
0.3461657626850758,0.8190637433435444+0.8161347405255532*I,0.7741358728203516-0.2076184464592287*I,40
0.19151835814505125,0.5604794297592854+0.8331008280338069*I,0.8772967834819386-0.15538211448671252*I,40
0.2990552975560772,0.7508286978558447+0.8293871406195665*I,0.8071141872859494-0.19491100050547397*I,40
0.8316227563706566,25.78753248797972,0.17398819305829977,40
0.5103876926473236,1.019451466238797+0.7480175964828174*I,0.6449985339152021-0.2283243038486308*I,40
0.4407462203543946,0.9390549606857171-0.7795583567676676*I,0.7027401602394594+0.22447129263659218*I,40
0.745926207377624,1.431804192077348+0.6177525713772143*I,0.40663324623054903-0.13740635631512385*I,40
0.6145814147018955,1.1438724747403015+0.6980663542520171*I,0.5487835785987086-0.21545726708001467*I,40
0.23095486515281616,0.6371176077576975+0.8377660421587456*I,0.8522694148356453-0.17166142618175168*I,40
0.7075140193234677,1.3049826965213087+0.6504075673805473*I,0.4509976714261619-0.1725566663433717*I,40
0.17910934448413496,0.5343433654139615+0.8294916536522331*I,0.885035478937398-0.14978181288463938*I,40
0.4710940846743541,0.974505851803559+0.7661245131857957*I,0.6781643237484044-0.2271510778221972*I,40
0.5752108540108187,1.0945213137278458+0.7171127815656618*I,0.5866523006871696-0.2235158852022986*I,40
0.6552112084925974,1.2024701273603722+0.6782258674340162*I,0.5075719412627813-0.2017395041727191*I,40
0.7888355078847957,1.7830955935344357+0.4146746191096351*I,0.3538760512858313-0.059520504036884095*I,40
0.5992630972845636,1.1240780333249218+0.7054896093554852*I,0.5637495772817073-0.21913200292551965*I,40
0.4777619349461917,0.982184226256209+0.7631012927598245*I,0.6726459517043886-0.22754040557219*I,40
0.7090240265321444,1.3087757233245474+0.649475578151967*I,0.4493008375307154-0.17145117416590938*I,40
0.1825479622450894,0.5416914405517602+0.8306135524299403*I,0.8828967917317778-0.15135816984600436*I,40
0.4376463379510258,0.935375612053467+0.780896279189613*I,0.7052019211500381-0.22411716534433837*I,40
0.5386620321461908,1.051751212901037+0.7346471320535968*I,0.6201307539422654-0.22736138134712178*I,40
0.7914005393102563,1.8249910817932196-0.3650584914184136*I,0.35060536535860487+0.05015570402413837*I,40
0.24044984107769407,0.6542629606330908+0.8376451857784734*I,0.8461317006485544-0.17525933368712376*I,40
0.7393187816717761,1.404018357666212-0.6255324840770181*I,0.4144475279549936+0.14470570630992677*I,40
0.3815085027183891,0.8660813818645934+0.8036717519202768*I,0.7483198290340626-0.21532233296304312*I,40
0.1788033626525669,0.5336854907598853+0.8293870775345151*I,0.8852255824842059-0.14964061438603038*I,40
0.49986649268411565,1.0074664440710435+0.7529290346235405*I,0.6540337730842893-0.2282820914712552*I,40
0.5592915300412529,1.0756655717808163+0.7247751547292817*I,0.6014252110939889-0.22557969903263964*I,40
0.28750472015590023,0.7329336432546668+0.8318671646759346*I,0.8149696840295133-0.1913775411541252*I,40
0.5578476220512554,1.0739755397869497-0.7254684943664975*I,0.6027503726144586+0.22573625914201242*I,40
0.7065480294500515,1.3025911733210134+0.6509965862749371*I,0.4520812270161695-0.17325441204169303*I,40
0.3821217419547642,0.8668708178215716+0.8034406363777772*I,0.7478631927943329-0.21544172829539418*I,40
0.6845439253142382,1.2542481551321418+0.663339789165068*I,0.4763594882399505-0.18734920830251517*I,40
0.6971987514872169,1.2807285221340468-0.656454266047153*I,0.4624904608041272+0.17964578659656852*I,40
0.6714068902070431,1.229683978933142+0.6701268807968453*I,0.4904964803433078-0.1943404142644814*I,40
0.827736230067146,10.4886347066177,0.18702315942936895,40
0.40314243937729666,0.8934564449112422-0.795258736229091*I,0.7320233380844158+0.2192304607912912*I,40
0.5886653435196325,1.110862390369569+0.7106163396988936*I,0.5739290025622327-0.22126168611143732*I,40
0.45894040255792956,0.9604196176110675+0.7715727042614962*I,0.6881114464668858-0.22625303185638196*I,40
0.22443390877965408,0.6250661573371586+0.8376007097418153*I,0.8564579924472708-0.16912046926824836*I,40
0.5998565430107601,1.1248285823513045+0.7052023089182254*I,0.5631753791515679-0.21900306934569994*I,40
0.44553732327382223,0.9447177910814262+0.7774769736638388*I,0.6989179305616656-0.22499004032573686*I,40
0.5749176227227168,1.0941697716168948-0.7172541846980546*I,0.5869271453227867+0.22355966633809515*I,40
0.27583730950752927,0.7143273336281195+0.8339941722997295*I,0.8228188157385741-0.18764083329360995*I,40
0.700941807190065,1.2892164912301773+0.6543169740730805*I,0.45833989613078074-0.17716336427456306*I,40
0.41951570709036523,0.9135859479324661+0.7885722858753574*I,0.7194263578941872-0.22176171064738906*I,40
0.5360863175163337,1.0487933131770393+0.7358737986604231*I,0.6224324109004081-0.22751743164441401*I,40
0.5023354227489663,1.0102800106353416+0.7517801506948608*I,0.6519239214488293-0.22831055944443768*I,40
0.7006500580271582,1.2885427798956315+0.6544856492658435*I,0.45866421273119096-0.17736042658122972*I,40
0.7853025103039424,1.7323739356632137+0.46319790401171096*I,0.35835838009702903-0.0702623070872878*I,40
0.8152233946793936,3.9900498772535924,0.23222304444828443,40
0.8005491428628179,2.3356135264861053,0.3034661769034868,40
0.7297601071689264,1.369166054210785+0.6346097022632559*I,0.4256146865962879-0.15420931267019022*I,40
0.7640602278181592,1.5312935277923725+0.5836507607136534*I,0.38477389913455684-0.11322129972594212*I,40
0.7232563593655124,1.348315063810061+0.6398016182377623*I,0.43312197291762833-0.16006674147668143*I,40
0.7927314608126121,1.848712791415315+0.3315649043049794*I,0.3489028058870409-0.0444713847902709*I,40
0.7380073780913332,1.3988940378607075+0.6269085081927905*I,0.4159891510242069-0.14607910888742182*I,40
0.8338378986278447,257.1341031757724,0.16670268706888378,40
0.7534419233240466,1.468174885588562+0.6065726494509746*I,0.3976481152559675-0.1282256308940326*I,40
0.7661980477603649,1.5461635760874108+0.5774675682829349*I,0.3821558536534161-0.10983763202773074*I,40
0.7770596376321328,1.6375744333165687-0.5311677866903375*I,0.3687160234055056+0.08998257277505103*I,40
0.7494961237865678,1.448370693776365-0.6128162257027804*I,0.40237832793392536+0.13317286431725303*I,40
0.7213659665121314,1.342618689090334+0.6412016716087124*I,0.4352904858599422-0.1616868232180967*I,40
0.7202406612780166,1.3392989994718014+0.6420152375593673*I,0.43657847279025486-0.16263454896100174*I,40
0.8138105253842642,3.749951610881452,0.23779563036417622,40
0.8131495739834197,3.6478110727109105,0.24045024538908413,40
0.7124033753773202,1.3175180646175904+0.6473352896019176*I,0.4454898209468427-0.1689098608678625*I,40
0.7482514732665287,1.4424579486471918+0.6146062800250447*I,0.40386445289297546-0.13467377044876291*I,40
0.7438193144771734,1.422564407632793+0.6204041331417176*I,0.4091335167220145-0.13980590004787122*I,40
0.799896666776138,2.2775594938729857,0.30842438341295064,40
0.7871433273679487,1.7578836744986157-0.4401172704788091*I,0.35602618048178325+0.06491063567808397*I,40
0.7627292278512695,1.5224494961164905+0.5871752809584432*I,0.38639943358507445-0.11525908592355048*I,40
0.8263132505789084,8.711534467280147,0.19188784467909636,40
0.7652341422135501,1.539353752281394+0.5803401671514281*I,0.3833373787025427-0.1113807480924481*I,40
0.8010014534453096,2.3747715861865726,0.3002827949387014,40
0.8326645331325238,44.178761505967486,0.17054992717940787,40
0.8046273866781875,2.686221656334626,0.2789199315830551,40
0.7908290008992909,1.815239351624851+0.37756979639362875*I,0.35133534150046236-0.052397910443107036*I,40
0.7821400715436058,1.692610406745665+0.49474315356911275*I,0.36234860457057416-0.07851412672318842*I,40
0.7401026437887798,1.4071391772145794+0.62468624266516*I,0.41352459335615643-0.14387341132609047*I,40
0.7492897919968597,1.4473799735746975+0.6131184282517728*I,0.4026248868652167-0.13342357705385463*I,40
0.7338564411725169,1.3834226308168454+0.6309706262441861*I,0.42084870665331714-0.15027630064968905*I,40
0.702848819405919,1.293672956767643+0.6532049668258397*I,0.4562166409174456-0.17586002697458122*I,40
0.8028623017632839,2.5330070430202425,0.28861815209484476,40
0.7109833167754662,1.3138004243213162+0.6482443619406827*I,0.44709356320992505-0.16998928019957096*I,40
0.7073379354809817,1.3045447560925192+0.6505153433841718*I,0.45119529888604404-0.17268439983063982*I,40
0.7190576617764304,1.3358642760386379+0.6428556008795528*I,0.4379301890069188-0.1636177641623294*I,40
0.8203051307966588,5.2312945998757066,0.21311245594180084,40
0.7678989101916531,1.5586257368565977+0.5720246267610387*I,0.3800665884618799-0.10704064448879949*I,40
0.7991877742910163,2.210608224626035,0.31451801456651707,40
0.7954933772283737,1.9030107226047945+0.22933408703178815*I,0.34535759065097293-0.029166069733360365*I,40
0.796172804139506,1.9175489803262753+0.19053580410394536*I,0.34448295973319987-0.02389916928900185*I,40
0.7583563468038197,1.4953969343945608-0.5972972723491875*I,0.39171613314365705+0.12161865226488472*I,40
0.7001247671146599,1.2873350566347899+0.6547884179044536*I,0.4592477971496637-0.17771369315972968*I,40
0.7291587700776527,1.3671505106467385+0.6351174939434955*I,0.4263118686666292-0.1547702206504856*I,40
0.8236515643207682,6.682006956720683,0.20114202623206018,40
0.7232139975247932,1.3481857253882938-0.6398334727768209*I,0.43317063369583814+0.16010343703847044*I,40
0.7380789658711053,1.3991707071493757-0.6268346298003611*I,0.4159050748219394+0.14600474202922836*I,40
0.7861138112170951,1.7433846391625576+0.45353601694231*I,0.3573313820351148-0.067961500233699*I,40
0.793493968873974,1.8629841133844427+0.3088633073404026*I,0.34792567864754864-0.04084127402258712*I,40
0.7358062177546758,1.3905533366973084+0.6291146564958351*I,0.4185698669067972-0.1483324701448456*I,40
0.797758206398713,2.0292928956572682,0.33324910661450635,40
0.8206314282606874,5.3416468967681645,0.21192663048463772,40
0.7025997694390291,1.2930856792785492+0.6533511519109847*I,0.4564942636534096-0.17603175291915227*I,40
0.7947045930351921,1.886746788780882+0.26523082470265014*I,0.3463717496814767-0.034264055794313346*I,40
0.7671237234560172,1.552873378379445+0.5745674464917797*I,0.3810194923523843-0.10832746624675271*I,40
0.7442612044980355,1.42447120619425+0.619862523145177*I,0.40860978825402045-0.13930844745990695*I,40
0.7021991771415087,1.292144413022097+0.6535856709943872*I,0.45694060519207363-0.17630701138410446*I,40
0.7425347102774115,1.4171114812098495+0.6219376217447931*I,0.41065402779166205-0.14123498397532383*I,40
0.7347626131407097,1.3867075925470334+0.6301188761136977*I,0.4197904325865074-0.1493788502862104*I,40
0.7271309613840884,1.3604903076764618-0.6367854625294461*I,0.4286582727919639+0.15663196591735926*I,40
0.735736646663176,1.3902948386734866+0.6291824038311471*I,0.41865129471588214-0.14840265886992343*I,40
0.7368895012367291,1.3946184039823442-0.6280444222743222*I,0.4173008604672833+0.14723147520571075*I,40
0.7557448825843586,1.4805499944046987+0.6024615723020394*I,0.3948739581060263-0.12519512086875542*I,40
0.7989596484099455,2.1876078549974727,0.31670904857239535,40
0.7357137554352906,1.3902098511424723+0.6292046695126399*I,0.4186780853346065-0.14842573971676304*I,40
0.7520227452745829,1.4608578313398175+0.6089257099559544*I,0.3993527417292176-0.13003931056148768*I,40
0.8123540634800459,3.5322834178013043,0.24368964912062274,40
0.7379258191610234,1.3985792568796767+0.6269925070876241*I,0.41608492673923964-0.14616374967167622*I,40
0.7088808330813726,1.3084131147999774+0.649564569049374*I,0.44946190775600814-0.1715567907691169*I,40
0.8230478768576184,6.3565446010861475,0.20327184040551882,40
0.7417204665949084,1.4137227720201664+0.6228795018139753*I,0.41161626104256566-0.14212794174891483*I,40
0.7970044160926725,1.9360516372452952+0.12245460748616543*I,0.3434110614892457-0.015095530609236001*I,40
0.8073026821993547,2.9375800552536555,0.2657230483842063,40
0.7627676453945775,1.5227005298256007+0.5870767614891556*I,0.3863525624032503-0.11520097427036172*I,40
0.7382107579991128,1.3996809649659727+0.626698254633141*I,0.41575026786048824-0.14586765234700244*I,40
0.7903421121890037,1.8071268692223819+0.3874991719881824*I,0.3519566562171493-0.05423041066548494*I,40
0.7588104735668671,1.4980734328105159+0.5963379571611603*I,0.3911656820430857-0.1209805971488522*I,40
0.8294934381446212,14.197361127180567,0.1810867140164999,40
0.784166147114596,1.717530044476656+0.4755578528421494*I,0.359794568419069-0.07334936455791724*I,40
0.7768216414026806,1.635223860771775+0.5325628254825767*I,0.3690130272502883-0.09047754239059112*I,40
0.8313558431473242,23.34130741398549,0.17487266004481877,40
0.7242747218795003,1.3514482379056285-0.6390288897333523*I,0.43195126572065906+0.1591791057061468*I,40
0.800259002083267,2.310086730597594,0.30561038198583707,40
0.7747185748531102,1.6152272803757761+0.5439540154187769*I,0.37163257444892095-0.09471442092261569*I,40
0.7421661411258552,1.415571193998961+0.6223667712419966*I,0.4110897324674132-0.1416404032241287*I,40
0.8115383826803969,3.4213205320013813,0.24706567979154143,40
0.7963233749625989,1.9208400074610532+0.18044669362620966*I,0.3442889938948272-0.022563505340867256*I,40
0.7460066474929778,1.4321645517267358-0.6176477456060944*I,0.4065376274230821+0.13731333112344377*I,40
0.8169625020690362,4.335777810442612,0.22553326971135157,40
0.7403369740726036,1.4080807443065793+0.6244296639317899*I,0.41324847513462887-0.14362292050988457*I,40
0.7198721202454429,1.3382229941775607+0.6422786365386295*I,0.4369998274003792-0.16294227904039357*I,40
0.7489938565487284,1.44596638758672+0.6135480261625632*I,0.40297838227979177-0.13378183932999052*I,40
0.8085273967718383,3.064323039039304,0.2601006484910201,40
0.716778804631703,1.329400811625319+0.6444344083663666*I,0.44052741860205047-0.1654748633655346*I,40
0.8250429410445852,7.595273197019586,0.19627791231186922,40
0.7584483404632179,1.4959367731494515+0.5971044968437069*I,0.3916046583341902-0.1214897975015936*I,40
0.7410062802938384,1.4107923472716681+0.6236873949701989*I,0.412459270812631-0.14290313654797349*I,40
0.8187880878261717,4.778272220495446,0.21868501475182475,40
0.7325460008606577,1.378758568287277-0.6321709720194634*I,0.42237655776293337+0.1515562361512496*I,40
0.7017322835936557,1.291052540983514+0.6538580610076369*I,0.45746049406185857-0.1766263413127352*I,40
0.7428530181573831,1.4184503213639876-0.6215631803435999*I,0.4102775427126778+0.1408832124853648*I,40
0.7278859424660726,1.3629458246851123+0.6361722039200027*I,0.4277855036596346-0.15594410817317636*I,40
0.7123160170928854,1.3172874740512284+0.6473916400292072*I,0.4455885750612566-0.16897675370799528*I,40
0.8268194426120667,9.264298668191303,0.190151153475155,40
0.7708611622448279,1.5818104759492118+0.5612213591191457*I,0.3764143879134198-0.10192275032242336*I,40
0.8026700041103234,2.5166399548363207,0.28974169105670866,40
0.811153349963429,3.3713278665203448,0.24867991211156215,40
0.7462670833601788,1.433335202588628-0.6173064591645504*I,0.4062279676713509+0.1370114219505674*I,40
0.7918929799823493,1.8335987129946947+0.3534420999393067*I,0.34997585790162916-0.048134917941426006*I,40
0.807714070138073,2.979182550974171,0.2638099019618096,40
0.7004640919965026,1.2881144415679595+0.6545929724855524*I,0.4588708666358931-0.17748571794111984*I,40
0.7871034769038541,1.7573110628513764+0.4406630331629583*I,0.3560767432987976-0.06503168088695667*I,40
0.7160300257374579,1.3273194160967996+0.6449424229664306*I,0.4413789084551651-0.1660746955792422*I,40
0.7769105866351729,1.636100164004434+0.5320441663204825*I,0.3689020427191364-0.09029294682711522*I,40
0.7224654899416323,1.345913290396359+0.6403926221976723*I,0.43402993594715206-0.16074884869874512*I,40
0.8175960266236885,4.478743824000922,0.22313785578866946,40
0.7564216959478849,1.4843116086636683+0.6011777656350242*I,0.394056776786682-0.12428295877492213*I,40
0.7371941932735403,1.3957755344572655+0.6277380656215245*I,0.41694355649965026-0.14691903160810119*I,40
0.7476992528080939,1.4398824997531225+0.6153759978153873*I,0.40452289978739564-0.13533101163094055*I,40
0.7542990326969352,1.4727060442964197+0.6050869704597167*I,0.3966167943994583-0.12711067561669376*I,40
0.7604964924269741,1.508271657645878+0.5925997617059103*I,0.3891186213785992-0.11856756537619612*I,40
0.7684203780123489,1.5625660756694557+0.5702520330974662*I,0.3794249107109579-0.10616323519358349*I,40
0.7569531838473884,1.487307063381144+0.6001436565121557*I,0.3934144572299546-0.12355953526922472*I,40
0.8277620190804775,10.52818858703535,0.186935484977784,40
0.7614339526459648,1.5141277671301234+0.5903920588525858*I,0.3879780744200743-0.11719463157447595*I,40
0.8068244140106771,2.8903385440435505,0.2679813080722916,40
0.753919013395569,1.4706863900240963+0.6057519217661976*I,0.3970742234486811-0.1276068727099855*I,40
0.7570228305530491,1.4877023438163843-0.6000064053491482*I,0.39333024763354413+0.12346426625951741*I,40
0.7160595355418087,1.3274010589720133+0.6449224976545983*I,0.4413453684819666-0.16605115137035706*I,40
0.8266336780978714,9.052768339401315,0.19078768032036938,40
0.7310821985822739,1.3736650796067311+0.6334706341280233*I,0.4240796646974083-0.15296156624584167*I,40
0.7808586647065668,1.6777869976817739+0.5053092017485368*I,0.363959574030694-0.08158733080960534*I,40
0.7012502611775875,1.289931078013572+0.6541382332463649*I,0.45799686153660785-0.17695435034169937*I,40
0.8295817740921867,14.460109507705317,0.1807902274143393,40
0.7007111910098259,1.288683774612894-0.6544503359377155*I,0.458596266881506+0.17731918501279897*I,40
0.8038601158880967,2.618794366808023,0.2830130200906643,40
0.7275183009371501,1.3617465742105301+0.636471949696445*I,0.42821062534173604-0.1562798404134367*I,40
0.829557185466715,14.385943211568597,0.1808727374666556,40
0.7641020893614916,1.5315766814015372+0.5835360715497407*I,0.38472271883513814-0.11315637654317737*I,40
0.7973963771854431,1.9450566716576831+0.06625837330548061*I,0.3429053272375724-0.008100099612952095*I,40
0.7417554841716076,1.4138674525684891+0.6228394575386574*I,0.411574903517826-0.1420897409704955*I,40
0.7391427912944044,1.4033237051325738-0.625719985794963*I,0.41465459173123054+0.14489139075976523*I,40
0.7468659716689254,1.4360502594449185+0.6165104392305456*I,0.4055154171946648-0.13631291172063062*I,40
0.7610628838041806,1.511793419794762+0.5912775443314524*I,0.3884297302550785-0.11774081577754848*I,40
0.7766051172075328,1.633101345915077-0.5338121429580369*I,0.36928313635960086+0.09092500195429086*I,40
0.71996555343919,1.3384952685091502+0.6422119981660807*I,0.4368930265035356-0.1628643856554622*I,40
0.7670292817120774,1.5521809749890616+0.5748699754752105*I,0.38113550554676173-0.10848284267500212*I,40
0.7886151629189715,1.7797101015962098+0.41826061540685555*I,0.35415636744939233-0.060252258208632545*I,40
0.818030603695428,4.583011036885674,0.2215065300970538,40
0.7202688477554449,1.3393815190064027+0.6419950317005853*I,0.4365462376253991-0.1626109598221978*I,40
0.7160221357866425,1.3272975928105066+0.6449477490224571*I,0.441387875694251-0.1660809892032658*I,40
0.8084138053933797,3.0521874825021955,0.2606131763486081,40
0.7818574753417116,1.6892816620671742+0.4971682905454632*I,0.36270417006229966-0.0792038246008296*I,40
0.7323550134533047,1.3780871391497584+0.6323429431539632*I,0.42259898028015586-0.15174104021106682*I,40
0.7797448658112933,1.6654443069739202+0.5136643595690054*I,0.3653571051105861-0.08415237438555274*I,40
0.8064313693120428,2.852355339639593,0.2698665861178743,40
0.714665662191837,1.3235786833168135+0.6458553521719173*I,0.44292801841482354-0.16715478000493905*I,40
0.7021155897049094,1.2919485280732135+0.653634510788895*I,0.45703370608332483-0.17636429797005407*I,40
0.7929255423911675,1.852296485304691+0.326067435521794*I,0.3486542149872478-0.043577321729454575*I,40
0.8091967747442224,3.1375771251978706,0.2571142789706445,40
0.8072457012438845,2.931889933659284,0.26599012652097137,40
0.7363992594682559,1.3927693691284717-0.6285323740843077*I,0.41787540850180677+0.14773162563799438*I,40
0.7056199583514497,1.3003185215646789+0.6515574664116779*I,0.45312081860144393-0.1739179221971002*I,40
0.7897106957851401,1.7968631958660881+0.39949281799936526*I,0.3527616553480072-0.056512475555190914*I,40
0.7190041862885367,1.335710322813706+0.6428932405917365*I,0.43799123534091294-0.163661895660907*I,40
0.8123400114382509,3.53031018127346,0.2437473286459616,40
0.8079837661714588,3.006973695583489,0.26256953546015854,40
